,topic_id,member_id,vote
65468,20140122-2,Ronny TONG,Yes
65469,20140122-2,Cyd HO,Yes
65470,20140122-2,Starry LEE,Yes
65471,20140122-2,Dr LAM Tai-fai,Absent
65472,20140122-2,CHAN Hak-kan,Yes
65473,20140122-2,CHAN Kin-por,Yes
65474,20140122-2,Dr Priscilla LEUNG,Abstain
65475,20140122-2,Dr LEUNG Ka-lau,Yes
65476,20140122-2,CHEUNG Kwok-che,Yes
65477,20140122-2,WONG Kwok-kin,No
65478,20140122-2,IP Kwok-him,Yes
65479,20140122-2,Mrs Regina IP,Yes
65480,20140122-2,Paul TSE,Absent
65481,20140122-2,Alan LEONG,Yes
65482,20140122-2,LEUNG Kwok-hung,No
65483,20140122-2,Albert CHAN,No
65484,20140122-2,WONG Yuk-man,No
65485,20140122-2,Claudia MO,Yes
65486,20140122-2,Michael TIEN,Absent
65487,20140122-2,James TIEN,Absent
65488,20140122-2,NG Leung-sing,Absent
65489,20140122-2,Steven HO,Absent
65490,20140122-2,Frankie YICK,Absent
65491,20140122-2,WU Chi-wai,Absent
65492,20140122-2,YIU Si-wing,Yes
65493,20140122-2,Gary FAN,Yes
65494,20140122-2,MA Fung-kwok,Absent
65495,20140122-2,Charles Peter MOK,Yes
65496,20140122-2,CHAN Chi-chuen,No
65497,20140122-2,CHAN Han-pan,Absent
65498,20140122-2,Dr Kenneth CHAN,Yes
65499,20140122-2,CHAN Yuen-han,Absent
65500,20140122-2,LEUNG Che-cheung,Yes
65501,20140122-2,Kenneth LEUNG,Yes
65502,20140122-2,Alice MAK,Absent
65503,20140122-2,Dr KWOK Ka-ki,Yes
65504,20140122-2,KWOK Wai-keung,No
65505,20140122-2,Dennis KWOK,Absent
65506,20140122-2,Christopher CHEUNG,Abstain
65507,20140122-2,Dr Fernando CHEUNG,Yes
65508,20140122-2,SIN Chung-kai,Yes
65509,20140122-2,Dr Helena WONG,Yes
65510,20140122-2,IP Kin-yuen,Yes
65511,20140122-2,Dr Elizabeth QUAT,Absent
65512,20140122-2,Martin LIAO,Absent
65513,20140122-2,POON Siu-ping,Abstain
65514,20140122-2,TANG Ka-piu,Absent
65515,20140122-2,Dr CHIANG Lai-wan,Yes
65516,20140122-2,Ir Dr LO Wai-kwok,Abstain
65517,20140122-2,CHUNG Kwok-pan,Yes
65518,20140122-2,Christopher CHUNG,Absent
65519,20140122-2,Tony TSE,Yes
65520,20140122-3,TSANG Yok-sing,Present
65521,20140122-3,Albert HO,Yes
65522,20140122-3,LEE Cheuk-yan,Yes
65523,20140122-3,James TO,Yes
65524,20140122-3,CHAN Kam-lam,No
65525,20140122-3,LEUNG Yiu-chung,Yes
65526,20140122-3,Dr LAU Wong-fat,Absent
65527,20140122-3,Emily LAU,Absent
65528,20140122-3,TAM Yiu-chung,No
65529,20140122-3,Abraham SHEK,No
65530,20140122-3,Tommy CHEUNG,Abstain
65531,20140122-3,Frederick FUNG,Yes
65532,20140122-3,Vincent FANG,Absent
65533,20140122-3,WONG Kwok-hing,No
65534,20140122-3,Prof Joseph LEE,Yes
65535,20140122-3,Jeffrey LAM,No
65536,20140122-3,Andrew LEUNG,No
65537,20140122-3,WONG Ting-kwong,No
65538,20140122-3,Ronny TONG,Yes
65539,20140122-3,Cyd HO,Yes
65540,20140122-3,Starry LEE,No
65541,20140122-3,Dr LAM Tai-fai,Absent
65542,20140122-3,CHAN Hak-kan,No
65543,20140122-3,CHAN Kin-por,No
65544,20140122-3,Dr Priscilla LEUNG,No
65545,20140122-3,Dr LEUNG Ka-lau,Absent
65546,20140122-3,CHEUNG Kwok-che,Yes
65547,20140122-3,WONG Kwok-kin,No
65548,20140122-3,IP Kwok-him,No
65549,20140122-3,Mrs Regina IP,No
65550,20140122-3,Paul TSE,Yes
65551,20140122-3,Alan LEONG,Yes
65552,20140122-3,LEUNG Kwok-hung,Yes
65553,20140122-3,Albert CHAN,Yes
65554,20140122-3,WONG Yuk-man,Yes
65555,20140122-3,Claudia MO,Yes
65556,20140122-3,Michael TIEN,No
65557,20140122-3,James TIEN,Abstain
65558,20140122-3,NG Leung-sing,No
65559,20140122-3,Steven HO,No
65560,20140122-3,Frankie YICK,Abstain
65561,20140122-3,WU Chi-wai,Yes
65562,20140122-3,YIU Si-wing,No
65563,20140122-3,Gary FAN,Yes
65564,20140122-3,MA Fung-kwok,Absent
65565,20140122-3,Charles Peter MOK,Yes
65566,20140122-3,CHAN Chi-chuen,Yes
65567,20140122-3,CHAN Han-pan,Absent
65568,20140122-3,Dr Kenneth CHAN,Yes
65569,20140122-3,CHAN Yuen-han,Absent
65570,20140122-3,LEUNG Che-cheung,No
65571,20140122-3,Kenneth LEUNG,Yes
65572,20140122-3,Alice MAK,Absent
65573,20140122-3,Dr KWOK Ka-ki,Yes
65574,20140122-3,KWOK Wai-keung,No
65575,20140122-3,Dennis KWOK,Absent
65576,20140122-3,Christopher CHEUNG,No
65577,20140122-3,Dr Fernando CHEUNG,Yes
65578,20140122-3,SIN Chung-kai,Yes
65579,20140122-3,Dr Helena WONG,Yes
65580,20140122-3,IP Kin-yuen,Yes
65581,20140122-3,Dr Elizabeth QUAT,No
65582,20140122-3,Martin LIAO,No
65583,20140122-3,POON Siu-ping,Abstain
65584,20140122-3,TANG Ka-piu,No
65585,20140122-3,Dr CHIANG Lai-wan,Absent
65586,20140122-3,Ir Dr LO Wai-kwok,No
65587,20140122-3,CHUNG Kwok-pan,Absent
65588,20140122-3,Christopher CHUNG,No
65589,20140122-3,Tony TSE,No
65590,20140122-4,TSANG Yok-sing,Present
65591,20140122-4,Albert HO,No
65592,20140122-4,LEE Cheuk-yan,No
65593,20140122-4,James TO,No
65594,20140122-4,CHAN Kam-lam,Yes
65595,20140122-4,LEUNG Yiu-chung,No
65596,20140122-4,Dr LAU Wong-fat,Absent
65597,20140122-4,Emily LAU,Absent
65598,20140122-4,TAM Yiu-chung,Yes
65599,20140122-4,Abraham SHEK,Yes
65600,20140122-4,Tommy CHEUNG,Yes
65601,20140122-4,Frederick FUNG,No
65602,20140122-4,Vincent FANG,Absent
65603,20140122-4,WONG Kwok-hing,Abstain
65604,20140122-4,Prof Joseph LEE,No
65605,20140122-4,Jeffrey LAM,Yes
65606,20140122-4,Andrew LEUNG,Yes
65607,20140122-4,WONG Ting-kwong,Yes
65608,20140122-4,Ronny TONG,No
65609,20140122-4,Cyd HO,No
65610,20140122-4,Starry LEE,Yes
65611,20140122-4,Dr LAM Tai-fai,Absent
65612,20140122-4,CHAN Hak-kan,Yes
65613,20140122-4,CHAN Kin-por,Yes
65614,20140122-4,Dr Priscilla LEUNG,Yes
65615,20140122-4,Dr LEUNG Ka-lau,Absent
65616,20140122-4,CHEUNG Kwok-che,No
65617,20140122-4,WONG Kwok-kin,Abstain
65618,20140122-4,IP Kwok-him,Yes
65619,20140122-4,Mrs Regina IP,Yes
65620,20140122-4,Paul TSE,Yes
65621,20140122-4,Alan LEONG,No
65622,20140122-4,LEUNG Kwok-hung,No
65623,20140122-4,Albert CHAN,No
65624,20140122-4,WONG Yuk-man,No
65625,20140122-4,Claudia MO,No
65626,20140122-4,Michael TIEN,Yes
65627,20140122-4,James TIEN,Yes
65628,20140122-4,NG Leung-sing,Yes
65629,20140122-4,Steven HO,Yes
65630,20140122-4,Frankie YICK,Yes
65631,20140122-4,WU Chi-wai,No
65632,20140122-4,YIU Si-wing,Yes
65633,20140122-4,Gary FAN,No
65634,20140122-4,MA Fung-kwok,Absent
65635,20140122-4,Charles Peter MOK,No
65636,20140122-4,CHAN Chi-chuen,No
65637,20140122-4,CHAN Han-pan,Absent
65638,20140122-4,Dr Kenneth CHAN,No
65639,20140122-4,CHAN Yuen-han,Absent
65640,20140122-4,LEUNG Che-cheung,Yes
65641,20140122-4,Kenneth LEUNG,No
65642,20140122-4,Alice MAK,Absent
65643,20140122-4,Dr KWOK Ka-ki,No
65644,20140122-4,KWOK Wai-keung,Abstain
65645,20140122-4,Dennis KWOK,Absent
65646,20140122-4,Christopher CHEUNG,Yes
65647,20140122-4,Dr Fernando CHEUNG,No
65648,20140122-4,SIN Chung-kai,No
65649,20140122-4,Dr Helena WONG,No
65650,20140122-4,IP Kin-yuen,No
65651,20140122-4,Dr Elizabeth QUAT,Yes
65652,20140122-4,Martin LIAO,Yes
65653,20140122-4,POON Siu-ping,Yes
65654,20140122-4,TANG Ka-piu,Abstain
65655,20140122-4,Dr CHIANG Lai-wan,Absent
65656,20140122-4,Ir Dr LO Wai-kwok,Yes
65657,20140122-4,CHUNG Kwok-pan,Absent
65658,20140122-4,Christopher CHUNG,Yes
65659,20140122-4,Tony TSE,Yes
65660,20140122-5,TSANG Yok-sing,Present
65661,20140122-5,Albert HO,Yes
65662,20140122-5,LEE Cheuk-yan,Yes
65663,20140122-5,James TO,Yes
65664,20140122-5,CHAN Kam-lam,No
65665,20140122-5,LEUNG Yiu-chung,Yes
65666,20140122-5,Dr LAU Wong-fat,Absent
65667,20140122-5,Emily LAU,Absent
65668,20140122-5,TAM Yiu-chung,No
65669,20140122-5,Abraham SHEK,Abstain
65670,20140122-5,Tommy CHEUNG,Abstain
65671,20140122-5,Frederick FUNG,Yes
65672,20140122-5,Vincent FANG,Absent
65673,20140122-5,WONG Kwok-hing,No
65674,20140122-5,Prof Joseph LEE,Yes
65675,20140122-5,Jeffrey LAM,Abstain
65676,20140122-5,Andrew LEUNG,Abstain
65677,20140122-5,WONG Ting-kwong,No
65678,20140122-5,Ronny TONG,Yes
65679,20140122-5,Cyd HO,Yes
65680,20140122-5,Starry LEE,No
65681,20140122-5,Dr LAM Tai-fai,Absent
65682,20140122-5,CHAN Hak-kan,No
65683,20140122-5,CHAN Kin-por,Abstain
65684,20140122-5,Dr Priscilla LEUNG,Abstain
65685,20140122-5,Dr LEUNG Ka-lau,Absent
65686,20140122-5,CHEUNG Kwok-che,Yes
65687,20140122-5,WONG Kwok-kin,No
65688,20140122-5,IP Kwok-him,No
65689,20140122-5,Mrs Regina IP,Yes
65690,20140122-5,Paul TSE,Yes
65691,20140122-5,Alan LEONG,Yes
65692,20140122-5,LEUNG Kwok-hung,Yes
65693,20140122-5,Albert CHAN,Yes
65694,20140122-5,WONG Yuk-man,Yes
65695,20140122-5,Claudia MO,Yes
65696,20140122-5,Michael TIEN,Yes
65697,20140122-5,James TIEN,Abstain
65698,20140122-5,NG Leung-sing,No
65699,20140122-5,Steven HO,No
65700,20140122-5,Frankie YICK,Abstain
65701,20140122-5,WU Chi-wai,Yes
65702,20140122-5,YIU Si-wing,Abstain
65703,20140122-5,Gary FAN,Yes
65704,20140122-5,MA Fung-kwok,Absent
65705,20140122-5,Charles Peter MOK,Yes
65706,20140122-5,CHAN Chi-chuen,Yes
65707,20140122-5,CHAN Han-pan,Absent
65708,20140122-5,Dr Kenneth CHAN,Yes
65709,20140122-5,CHAN Yuen-han,Absent
65710,20140122-5,LEUNG Che-cheung,No
65711,20140122-5,Kenneth LEUNG,Yes
65712,20140122-5,Alice MAK,Absent
65713,20140122-5,Dr KWOK Ka-ki,Yes
65714,20140122-5,KWOK Wai-keung,No
65715,20140122-5,Dennis KWOK,Absent
65716,20140122-5,Christopher CHEUNG,Abstain
65717,20140122-5,Dr Fernando CHEUNG,Yes
65718,20140122-5,SIN Chung-kai,Yes
65719,20140122-5,Dr Helena WONG,Yes
65720,20140122-5,IP Kin-yuen,Yes
65721,20140122-5,Dr Elizabeth QUAT,No
65722,20140122-5,Martin LIAO,Abstain
65723,20140122-5,POON Siu-ping,Yes
65724,20140122-5,TANG Ka-piu,No
65725,20140122-5,Dr CHIANG Lai-wan,Absent
65726,20140122-5,Ir Dr LO Wai-kwok,Abstain
65727,20140122-5,CHUNG Kwok-pan,Absent
65728,20140122-5,Christopher CHUNG,No
65729,20140122-5,Tony TSE,No
65730,20140122-6,TSANG Yok-sing,Present
65731,20140122-6,Albert HO,Yes
65732,20140122-6,LEE Cheuk-yan,Yes
65733,20140122-6,James TO,Yes
65734,20140122-6,CHAN Kam-lam,No
65735,20140122-6,LEUNG Yiu-chung,Yes
65736,20140122-6,Dr LAU Wong-fat,Absent
65737,20140122-6,Emily LAU,Absent
65738,20140122-6,TAM Yiu-chung,No
65739,20140122-6,Abraham SHEK,Abstain
65740,20140122-6,Tommy CHEUNG,No
65741,20140122-6,Frederick FUNG,Yes
65742,20140122-6,Vincent FANG,Absent
65743,20140122-6,WONG Kwok-hing,No
65744,20140122-6,Prof Joseph LEE,Yes
65745,20140122-6,Jeffrey LAM,Abstain
65746,20140122-6,Andrew LEUNG,Abstain
65747,20140122-6,WONG Ting-kwong,No
65748,20140122-6,Ronny TONG,Yes
65749,20140122-6,Cyd HO,Yes
65750,20140122-6,Starry LEE,No
65751,20140122-6,Dr LAM Tai-fai,Absent
65752,20140122-6,CHAN Hak-kan,No
65753,20140122-6,CHAN Kin-por,No
65754,20140122-6,Dr Priscilla LEUNG,Abstain
65755,20140122-6,Dr LEUNG Ka-lau,Absent
65756,20140122-6,CHEUNG Kwok-che,Yes
65757,20140122-6,WONG Kwok-kin,No
65758,20140122-6,IP Kwok-him,No
65759,20140122-6,Mrs Regina IP,No
65760,20140122-6,Paul TSE,No
65761,20140122-6,Alan LEONG,Yes
65762,20140122-6,LEUNG Kwok-hung,Yes
65763,20140122-6,Albert CHAN,Yes
65764,20140122-6,WONG Yuk-man,Yes
65765,20140122-6,Claudia MO,Yes
65766,20140122-6,Michael TIEN,No
65767,20140122-6,James TIEN,No
65768,20140122-6,NG Leung-sing,No
65769,20140122-6,Steven HO,No
65770,20140122-6,Frankie YICK,No
65771,20140122-6,WU Chi-wai,Yes
65772,20140122-6,YIU Si-wing,No
65773,20140122-6,Gary FAN,Yes
65774,20140122-6,MA Fung-kwok,Absent
65775,20140122-6,Charles Peter MOK,Yes
65776,20140122-6,CHAN Chi-chuen,Yes
65777,20140122-6,CHAN Han-pan,Absent
65778,20140122-6,Dr Kenneth CHAN,Yes
65779,20140122-6,CHAN Yuen-han,Absent
65780,20140122-6,LEUNG Che-cheung,No
65781,20140122-6,Kenneth LEUNG,Yes
65782,20140122-6,Alice MAK,Absent
65783,20140122-6,Dr KWOK Ka-ki,Yes
65784,20140122-6,KWOK Wai-keung,No
65785,20140122-6,Dennis KWOK,Absent
65786,20140122-6,Christopher CHEUNG,Abstain
65787,20140122-6,Dr Fernando CHEUNG,Yes
65788,20140122-6,SIN Chung-kai,Yes
65789,20140122-6,Dr Helena WONG,Yes
65790,20140122-6,IP Kin-yuen,Yes
65791,20140122-6,Dr Elizabeth QUAT,No
65792,20140122-6,Martin LIAO,No
65793,20140122-6,POON Siu-ping,Abstain
65794,20140122-6,TANG Ka-piu,No
65795,20140122-6,Dr CHIANG Lai-wan,Absent
65796,20140122-6,Ir Dr LO Wai-kwok,Abstain
65797,20140122-6,CHUNG Kwok-pan,Absent
65798,20140122-6,Christopher CHUNG,No
65799,20140122-6,Tony TSE,No
65800,20140122-7,TSANG Yok-sing,Present
65801,20140122-7,Albert HO,Yes
65802,20140122-7,LEE Cheuk-yan,Yes
65803,20140122-7,James TO,Yes
65804,20140122-7,CHAN Kam-lam,No
65805,20140122-7,LEUNG Yiu-chung,Yes
65806,20140122-7,Dr LAU Wong-fat,Absent
65807,20140122-7,Emily LAU,Absent
65808,20140122-7,TAM Yiu-chung,No
65809,20140122-7,Abraham SHEK,Abstain
65810,20140122-7,Tommy CHEUNG,Yes
65811,20140122-7,Frederick FUNG,Yes
65812,20140122-7,Vincent FANG,Absent
65813,20140122-7,WONG Kwok-hing,Abstain
65814,20140122-7,Prof Joseph LEE,Yes
65815,20140122-7,Jeffrey LAM,Abstain
65816,20140122-7,Andrew LEUNG,Abstain
65817,20140122-7,WONG Ting-kwong,No
65818,20140122-7,Ronny TONG,Yes
65819,20140122-7,Cyd HO,Yes
65820,20140122-7,Starry LEE,No
65821,20140122-7,Dr LAM Tai-fai,Absent
65822,20140122-7,CHAN Hak-kan,No
65823,20140122-7,CHAN Kin-por,Yes
65824,20140122-7,Dr Priscilla LEUNG,Abstain
65825,20140122-7,Dr LEUNG Ka-lau,Absent
65826,20140122-7,CHEUNG Kwok-che,Yes
65827,20140122-7,WONG Kwok-kin,Abstain
65828,20140122-7,IP Kwok-him,No
65829,20140122-7,Mrs Regina IP,Yes
65830,20140122-7,Paul TSE,Yes
65831,20140122-7,Alan LEONG,Yes
65832,20140122-7,LEUNG Kwok-hung,Yes
65833,20140122-7,Albert CHAN,Yes
65834,20140122-7,WONG Yuk-man,Yes
65835,20140122-7,Claudia MO,Yes
65836,20140122-7,Michael TIEN,Yes
65837,20140122-7,James TIEN,Yes
65838,20140122-7,NG Leung-sing,No
65839,20140122-7,Steven HO,No
65840,20140122-7,Frankie YICK,Yes
65841,20140122-7,WU Chi-wai,Yes
65842,20140122-7,YIU Si-wing,Abstain
65843,20140122-7,Gary FAN,Yes
65844,20140122-7,MA Fung-kwok,Absent
65845,20140122-7,Charles Peter MOK,Yes
65846,20140122-7,CHAN Chi-chuen,Yes
65847,20140122-7,CHAN Han-pan,Absent
65848,20140122-7,Dr Kenneth CHAN,Yes
65849,20140122-7,CHAN Yuen-han,Absent
65850,20140122-7,LEUNG Che-cheung,No
65851,20140122-7,Kenneth LEUNG,Yes
65852,20140122-7,Alice MAK,Absent
65853,20140122-7,Dr KWOK Ka-ki,Yes
65854,20140122-7,KWOK Wai-keung,Abstain
65855,20140122-7,Dennis KWOK,Absent
65856,20140122-7,Christopher CHEUNG,Abstain
65857,20140122-7,Dr Fernando CHEUNG,Yes
65858,20140122-7,SIN Chung-kai,Yes
65859,20140122-7,Dr Helena WONG,Yes
65860,20140122-7,IP Kin-yuen,Yes
65861,20140122-7,Dr Elizabeth QUAT,No
65862,20140122-7,Martin LIAO,Yes
65863,20140122-7,POON Siu-ping,Yes
65864,20140122-7,TANG Ka-piu,Abstain
65865,20140122-7,Dr CHIANG Lai-wan,Absent
65866,20140122-7,Ir Dr LO Wai-kwok,Abstain
65867,20140122-7,CHUNG Kwok-pan,Absent
65868,20140122-7,Christopher CHUNG,No
65869,20140122-7,Tony TSE,Yes
65870,20130123-1,TSANG Yok-sing,Present
65871,20130123-1,Albert HO,Absent
65872,20130123-1,LEE Cheuk-yan,Yes
65873,20130123-1,James TO,Yes
65874,20130123-1,CHAN Kam-lam,Abstain
65875,20130123-1,LEUNG Yiu-chung,Yes
65876,20130123-1,Dr LAU Wong-fat,Absent
65877,20130123-1,Emily LAU,Yes
65878,20130123-1,TAM Yiu-chung,Abstain
65879,20130123-1,Abraham SHEK,No
65880,20130123-1,Tommy CHEUNG,No
65881,20130123-1,Frederick FUNG,Yes
65882,20130123-1,Vincent FANG,No
65883,20130123-1,WONG Kwok-hing,Yes
65884,20130123-1,Prof Joseph LEE,Absent
65885,20130123-1,Jeffrey LAM,No
65886,20130123-1,Andrew LEUNG,No
65887,20130123-1,WONG Ting-kwong,Abstain
65888,20130123-1,Ronny TONG,Yes
65889,20130123-1,Cyd HO,Yes
65890,20130123-1,Starry LEE,Abstain
65891,20130123-1,Dr LAM Tai-fai,No
65892,20130123-1,CHAN Hak-kan,No
65893,20130123-1,CHAN Kin-por,Abstain
65894,20130123-1,Dr Priscilla LEUNG,No
65895,20130123-1,Dr LEUNG Ka-lau,Yes
65896,20130123-1,CHEUNG Kwok-che,Yes
65897,20130123-1,WONG Kwok-kin,Absent
65898,20130123-1,IP Kwok-him,Abstain
65899,20130123-1,Mrs Regina IP,No
65900,20130123-1,Paul TSE,Abstain
65901,20130123-1,Alan LEONG,Yes
65902,20130123-1,LEUNG Kwok-hung,Yes
65903,20130123-1,Albert CHAN,Yes
65904,20130123-1,WONG Yuk-man,Yes
65905,20130123-1,Claudia MO,Yes
65906,20130123-1,Michael TIEN,No
65907,20130123-1,James TIEN,No
65908,20130123-1,NG Leung-sing,Abstain
65909,20130123-1,Steven HO,Abstain
65910,20130123-1,Frankie YICK,No
65911,20130123-1,WU Chi-wai,Yes
65912,20130123-1,YIU Si-wing,No
65913,20130123-1,Gary FAN,Yes
65914,20130123-1,MA Fung-kwok,Abstain
65915,20130123-1,Charles Peter MOK,No
65916,20130123-1,CHAN Chi-chuen,Yes
65917,20130123-1,CHAN Han-pan,Abstain
65918,20130123-1,Dr Kenneth CHAN,Yes
65919,20130123-1,CHAN Yuen-han,Yes
65920,20130123-1,LEUNG Che-cheung,Absent
65921,20130123-1,Kenneth LEUNG,No
65922,20130123-1,Alice MAK,Yes
65923,20130123-1,Dr KWOK Ka-ki,Yes
65924,20130123-1,KWOK Wai-keung,Yes
65925,20130123-1,Dennis KWOK,Yes
65926,20130123-1,Christopher CHEUNG,No
65927,20130123-1,Dr Fernando CHEUNG,Yes
65928,20130123-1,SIN Chung-kai,Yes
65929,20130123-1,Dr Helena WONG,Yes
65930,20130123-1,IP Kin-yuen,Yes
65931,20130123-1,Dr Elizabeth QUAT,Abstain
65932,20130123-1,Martin LIAO,No
65933,20130123-1,POON Siu-ping,Absent
65934,20130123-1,TANG Ka-piu,Yes
65935,20130123-1,Dr CHIANG Lai-wan,Abstain
65936,20130123-1,Ir Dr LO Wai-kwok,No
65937,20130123-1,CHUNG Kwok-pan,Absent
65938,20130123-1,Christopher CHUNG,Abstain
65939,20130123-1,Tony TSE,No
65940,20130123-2,TSANG Yok-sing,Present
65941,20130123-2,Albert HO,Absent
65942,20130123-2,LEE Cheuk-yan,Yes
65943,20130123-2,James TO,Yes
65944,20130123-2,CHAN Kam-lam,Yes
65945,20130123-2,LEUNG Yiu-chung,Yes
65946,20130123-2,Dr LAU Wong-fat,Absent
65947,20130123-2,Emily LAU,Yes
65948,20130123-2,TAM Yiu-chung,Yes
65949,20130123-2,Abraham SHEK,No
65950,20130123-2,Tommy CHEUNG,No
65951,20130123-2,Frederick FUNG,Yes
65952,20130123-2,Vincent FANG,No
65953,20130123-2,WONG Kwok-hing,Yes
65954,20130123-2,Prof Joseph LEE,Absent
65955,20130123-2,Jeffrey LAM,No
65956,20130123-2,Andrew LEUNG,No
65957,20130123-2,WONG Ting-kwong,Yes
65958,20130123-2,Ronny TONG,Yes
65959,20130123-2,Cyd HO,Yes
65960,20130123-2,Starry LEE,Yes
65961,20130123-2,Dr LAM Tai-fai,No
65962,20130123-2,CHAN Hak-kan,Yes
65963,20130123-2,CHAN Kin-por,Yes
65964,20130123-2,Dr Priscilla LEUNG,No
65965,20130123-2,Dr LEUNG Ka-lau,Yes
65966,20130123-2,CHEUNG Kwok-che,Yes
65967,20130123-2,WONG Kwok-kin,Absent
65968,20130123-2,IP Kwok-him,Yes
65969,20130123-2,Mrs Regina IP,No
65970,20130123-2,Paul TSE,Abstain
65971,20130123-2,Alan LEONG,Yes
65972,20130123-2,LEUNG Kwok-hung,Absent
65973,20130123-2,Albert CHAN,Yes
65974,20130123-2,WONG Yuk-man,Yes
65975,20130123-2,Claudia MO,Yes
65976,20130123-2,Michael TIEN,No
65977,20130123-2,James TIEN,No
65978,20130123-2,NG Leung-sing,Abstain
65979,20130123-2,Steven HO,Yes
65980,20130123-2,Frankie YICK,No
65981,20130123-2,WU Chi-wai,Yes
65982,20130123-2,YIU Si-wing,No
65983,20130123-2,Gary FAN,Yes
65984,20130123-2,MA Fung-kwok,Yes
65985,20130123-2,Charles Peter MOK,Abstain
65986,20130123-2,CHAN Chi-chuen,Yes
65987,20130123-2,CHAN Han-pan,Yes
65988,20130123-2,Dr Kenneth CHAN,Yes
65989,20130123-2,CHAN Yuen-han,Yes
65990,20130123-2,LEUNG Che-cheung,Absent
65991,20130123-2,Kenneth LEUNG,Abstain
65992,20130123-2,Alice MAK,Yes
65993,20130123-2,Dr KWOK Ka-ki,Yes
65994,20130123-2,KWOK Wai-keung,Yes
65995,20130123-2,Dennis KWOK,Yes
65996,20130123-2,Christopher CHEUNG,No
65997,20130123-2,Dr Fernando CHEUNG,Yes
65998,20130123-2,SIN Chung-kai,Yes
65999,20130123-2,Dr Helena WONG,Yes
66000,20130123-2,IP Kin-yuen,Yes
66001,20130123-2,Dr Elizabeth QUAT,Yes
66002,20130123-2,Martin LIAO,No
66003,20130123-2,POON Siu-ping,Absent
66004,20130123-2,TANG Ka-piu,Yes
66005,20130123-2,Dr CHIANG Lai-wan,Yes
66006,20130123-2,Ir Dr LO Wai-kwok,No
66007,20130123-2,CHUNG Kwok-pan,Absent
66008,20130123-2,Christopher CHUNG,Yes
66009,20130123-2,Tony TSE,Abstain
66010,20130123-3,TSANG Yok-sing,Present
66011,20130123-3,Albert HO,Absent
66012,20130123-3,LEE Cheuk-yan,Abstain
66013,20130123-3,James TO,Yes
66014,20130123-3,CHAN Kam-lam,Abstain
66015,20130123-3,LEUNG Yiu-chung,Abstain
66016,20130123-3,Dr LAU Wong-fat,Absent
66017,20130123-3,Emily LAU,Yes
66018,20130123-3,TAM Yiu-chung,Abstain
66019,20130123-3,Abraham SHEK,Abstain
66020,20130123-3,Tommy CHEUNG,Yes
66021,20130123-3,Frederick FUNG,Abstain
66022,20130123-3,Vincent FANG,Yes
66023,20130123-3,WONG Kwok-hing,Absent
66024,20130123-3,Prof Joseph LEE,Absent
66025,20130123-3,Jeffrey LAM,Abstain
66026,20130123-3,Andrew LEUNG,Abstain
66027,20130123-3,WONG Ting-kwong,Abstain
66028,20130123-3,Ronny TONG,Yes
66029,20130123-3,Cyd HO,Abstain
66030,20130123-3,Starry LEE,Abstain
66031,20130123-3,Dr LAM Tai-fai,Yes
66032,20130123-3,CHAN Hak-kan,Abstain
66033,20130123-3,CHAN Kin-por,Yes
66034,20130123-3,Dr Priscilla LEUNG,Abstain
66035,20130123-3,Dr LEUNG Ka-lau,Yes
66036,20130123-3,CHEUNG Kwok-che,Abstain
66037,20130123-3,WONG Kwok-kin,Absent
66038,20130123-3,IP Kwok-him,Abstain
66039,20130123-3,Mrs Regina IP,Yes
66040,20130123-3,Paul TSE,Yes
66041,20130123-3,Alan LEONG,Yes
66042,20130123-3,LEUNG Kwok-hung,Absent
66043,20130123-3,Albert CHAN,Abstain
66044,20130123-3,WONG Yuk-man,Abstain
66045,20130123-3,Claudia MO,Yes
66046,20130123-3,Michael TIEN,Yes
66047,20130123-3,James TIEN,Yes
66048,20130123-3,NG Leung-sing,Yes
66049,20130123-3,Steven HO,Abstain
66050,20130123-3,Frankie YICK,Yes
66051,20130123-3,WU Chi-wai,Yes
66052,20130123-3,YIU Si-wing,Yes
66053,20130123-3,Gary FAN,Yes
66054,20130123-3,MA Fung-kwok,Abstain
66055,20130123-3,Charles Peter MOK,Yes
66056,20130123-3,CHAN Chi-chuen,Abstain
66057,20130123-3,CHAN Han-pan,Abstain
66058,20130123-3,Dr Kenneth CHAN,Yes
66059,20130123-3,CHAN Yuen-han,Abstain
66060,20130123-3,LEUNG Che-cheung,Absent
66061,20130123-3,Kenneth LEUNG,Yes
66062,20130123-3,Alice MAK,Absent
66063,20130123-3,Dr KWOK Ka-ki,Yes
66064,20130123-3,KWOK Wai-keung,Absent
66065,20130123-3,Dennis KWOK,Yes
66066,20130123-3,Christopher CHEUNG,Abstain
66067,20130123-3,Dr Fernando CHEUNG,Abstain
66068,20130123-3,SIN Chung-kai,Yes
66069,20130123-3,Dr Helena WONG,Yes
66070,20130123-3,IP Kin-yuen,Yes
66071,20130123-3,Dr Elizabeth QUAT,Abstain
66072,20130123-3,Martin LIAO,Yes
66073,20130123-3,POON Siu-ping,Absent
66074,20130123-3,TANG Ka-piu,Absent
66075,20130123-3,Dr CHIANG Lai-wan,Abstain
66076,20130123-3,Ir Dr LO Wai-kwok,Abstain
66077,20130123-3,CHUNG Kwok-pan,Absent
66078,20130123-3,Christopher CHUNG,Abstain
66079,20130123-3,Tony TSE,Yes
66080,20130123-4,TSANG Yok-sing,Present
66081,20130123-4,Albert HO,Absent
